prompt,intent,theme,cycle_phase,Hindi Translation,Tamil Translation,Bengali Translation,Marathi Translation,Hinglish Translation
What are 2 small actions you could take to feel better about you feel uncomfortable in your body?,body_acceptance,Body image and self-esteem issues,post-period,आपके शरीर में असहज महसूस करने के बारे में बेहतर महसूस करने के लिए आप 2 छोटे कार्य कर सकते हैं?,உங்கள் உடலில் சங்கடமாக இருப்பதைப் பற்றி நன்றாக உணர நீங்கள் எடுக்கக்கூடிய 2 சிறிய செயல்கள் யாவை?,আপনার শরীরে অস্বস্তি বোধ করার জন্য আপনি আরও ভাল বোধ করতে আপনি 2 টি ছোট ক্রিয়া কী কী?,आपल्या शरीरात अस्वस्थ वाटण्यासाठी आपण अधिक चांगले वाटण्यासाठी आपण कोणत्या 2 लहान कृती करू शकता?,Aap apne sharir mein asuvidha ko dur karne aur behtar mehsoos karne ke liye do chote kadam kya utha sakte hain?
Can you identify a small step to handle youâ€™re not confident in how you look?,mood_reframe,Body image and self-esteem issues,menstruation,क्या आप एक छोटे से कदम की पहचान कर सकते हैं कि आप इस बात से आश्वस्त नहीं हैं कि आप कैसे दिखते हैं?,நீங்கள் எப்படி இருக்கிறீர்கள் என்பதில் உங்களுக்கு நம்பிக்கை இல்லாததைக் கையாள ஒரு சிறிய படியை அடையாளம் காண முடியுமா?,আপনি কীভাবে দেখছেন তাতে আত্মবিশ্বাসী নন তা পরিচালনা করার জন্য আপনি একটি ছোট পদক্ষেপ সনাক্ত করতে পারেন?,आपण कसे दिसते याबद्दल आपल्याला आत्मविश्वास नाही हे हाताळण्यासाठी आपण एक लहान पाऊल ओळखू शकता?,Kya aap ek chhota kadam pehchan sakte hain jo aapko sambhalne mein madad kare jab aap apne dikhne ke tarike par confident nahi hote?
What might change if you were a little kinder to yourself about you feel emotionally low?,mood_reframe,Anxiety and low mood during periods,menstruation,यदि आप भावनात्मक रूप से कम महसूस करते हैं तो आप अपने आप को थोड़ा दयालु थे?,உங்களைப் பற்றி நீங்கள் கொஞ்சம் கனிவானவராக இருந்தால் என்ன மாறக்கூடும்?,আপনি যদি আবেগগতভাবে কম বোধ করেন সে সম্পর্কে আপনি নিজের প্রতি একটু দয়ালু হন তবে কী পরিবর্তন হতে পারে?,आपण भावनिकदृष्ट्या कमी वाटत असल्यास आपण स्वत: चे थोडे दयाळू असाल तर काय बदलू शकते?,"Agar aap apne aap ko emotionally low mehsoos karne par thoda aur dayalu ho jate, toh kya badal sakta hai?"
"If this were a recurring pattern, how might you prepare for it emotionally?",mood_reframe,PMS mood swings,post-period,"यदि यह एक आवर्ती पैटर्न था, तो आप इसे भावनात्मक रूप से कैसे तैयार कर सकते हैं?","இது தொடர்ச்சியான வடிவமாக இருந்தால், அதற்காக நீங்கள் எவ்வாறு உணர்ச்சிவசப்படலாம்?",যদি এটি একটি পুনরাবৃত্তি প্যাটার্ন হয় তবে আপনি কীভাবে এটি আবেগগতভাবে প্রস্তুত করতে পারেন?,जर ही पुनरावृत्ती होणारी पद्धत असेल तर आपण भावनिकदृष्ट्या त्यासाठी कशी तयार करू शकता?,"Agar yeh ek baar baar hone wala pattern hota, toh aap iske liye emotionally kaise tayari karte?"
How does your body feel when you're thinking about youâ€™re not confident in how you look?,mood_reframe,Body image and self-esteem issues,post-period,जब आप इस बारे में सोच रहे हैं कि आप कैसे देखते हैं तो आपका शरीर कैसा महसूस करता है?,நீங்கள் எப்படி இருக்கிறீர்கள் என்பதில் உங்களுக்கு நம்பிக்கை இல்லை என்று நீங்கள் நினைக்கும் போது உங்கள் உடல் எப்படி உணர்கிறது?,আপনি যখন দেখছেন তাতে আত্মবিশ্বাসী নন তখন আপনি যখন ভাবছেন তখন আপনার শরীর কেমন অনুভব করে?,आपण कसे आहात याबद्दल आपल्याला आत्मविश्वास नसल्याचा विचार करता तेव्हा आपल्या शरीराला कसे वाटते?,"Jab tum sochte ho ki tum apne dikhave pe confident nahi ho, tab tumhara sharir kaisa mehsoos karta hai?"
Think of a time you overcame you feel irritable for no reason. What helped?,stress_relief,Hormonal stress,post-period,उस समय के बारे में सोचें जब आप बिना किसी कारण के चिड़चिड़ा महसूस करते हैं। क्या मदद की?,எந்த காரணமும் இல்லாமல் நீங்கள் எரிச்சலூட்டுவதை நீங்கள் வென்ற நேரத்தை நினைத்துப் பாருங்கள். என்ன உதவியது?,এমন কোনও সময় সম্পর্কে ভাবুন যা আপনি কোনও কারণ ছাড়াই বিরক্ত বোধ করেন তা আপনি কাটিয়ে উঠেন। কি সাহায্য করেছে?,आपण विनाकारण चिडचिडेपणा जाणवलेल्या वेळेचा विचार करा. काय मदत केली?,Socho ek samay jab aapne bina kisi vajah ke gusse ko paar kiya tha. Kya madad ki thi?
What are 2 small actions you could take to feel better about you feel emotionally low?,stress_relief,Anxiety and low mood during periods,menstruation,आप भावनात्मक रूप से कम महसूस करने के बारे में बेहतर महसूस करने के लिए 2 छोटे कार्य कर सकते हैं?,உங்களைப் பற்றி நன்றாக உணர நீங்கள் எடுக்கக்கூடிய 2 சிறிய செயல்கள் யாவை?,আপনার আবেগগতভাবে কম বোধ করার জন্য আপনি 2 টি ছোট ক্রিয়া কী কী আপনি নিতে পারেন?,आपल्याबद्दल भावनिकदृष्ट्या कमी वाटण्यासाठी आपण काय करू शकता अशा 2 लहान क्रिया काय आहेत?,"Tumhein emotionally low feel karne par, apne aapko behtar feel karne ke liye tum kaunse do chote kadam utha sakte ho?"
Whatâ€™s another way to look at the fact that you feel emotionally low?,mood_reframe,Anxiety and low mood during periods,pre-period,इस तथ्य को देखने का एक और तरीका क्या है कि आप भावनात्मक रूप से कम महसूस करते हैं?,நீங்கள் உணர்ச்சி ரீதியாக குறைவாக உணர்கிறீர்கள் என்ற உண்மையைப் பார்க்க மற்றொரு வழி என்ன?,আপনি আবেগগতভাবে কম বোধ করেন এই সত্যটি দেখার আর কী উপায়?,आपल्याला भावनिकदृष्ट्या कमी वाटते हे पाहण्याचा आणखी एक मार्ग कोणता आहे?,Tumhe emotionally low feel karne ki baat ko ek aur tarike se kaise dekha ja sakta hai?
How can you reframe the thought that youâ€™re feeling anxious and tired?,body_acceptance,Anxiety and low mood during periods,post-period,आप इस विचार को कैसे रोक सकते हैं कि आप चिंतित और थका हुआ महसूस कर रहे हैं?,நீங்கள் ஆர்வமாகவும் சோர்வாகவும் உணர்கிறீர்கள் என்ற எண்ணத்தை எவ்வாறு மறுபரிசீலனை செய்யலாம்?,আপনি কীভাবে উদ্বিগ্ন এবং ক্লান্ত বোধ করছেন এই চিন্তাকে আপনি কীভাবে পুনর্বিবেচনা করতে পারেন?,आपण चिंताग्रस्त आणि थकल्यासारखे आहात या विचारांचे आपण कसे पुन्हा मत देऊ शकता?,Aap kaise vichar ko punah rachen sakte hain ki aapko chinta aur thakan mehsoos ho rahi hai?
How does your body feel when you're thinking about your body feels out of sync?,stress_relief,Hormonal stress,post-period,जब आप अपने शरीर के बारे में सोच रहे हैं तो आपका शरीर कैसा महसूस करता है?,உங்கள் உடலைப் பற்றி நீங்கள் நினைக்கும் போது உங்கள் உடல் எப்படி உணர்கிறது?,আপনি যখন আপনার শরীরের কথা ভাবছেন তখন আপনার শরীরটি কীভাবে অনুভব করে?,जेव्हा आपण आपल्या शरीराबद्दल विचार करता तेव्हा आपल्या शरीराला कसे वाटते?,"Jab aap apne sharir ki anukoolta ke baare mein sochte hain, tab aapka sharir kaisa mehsoos hota hai?"
How can you reframe the thought that you feel overwhelmed by emotional shifts?,body_acceptance,PMS mood swings,pre-period,आप इस विचार को कैसे रोक सकते हैं कि आप भावनात्मक बदलावों से अभिभूत महसूस करते हैं?,உணர்ச்சி மாற்றங்களால் நீங்கள் அதிகமாக உணர்கிறீர்கள் என்ற எண்ணத்தை எவ்வாறு மறுபரிசீலனை செய்யலாம்?,আপনি কীভাবে এই চিন্তাকে প্রত্যাখ্যান করতে পারেন যে আপনি সংবেদনশীল শিফট দ্বারা অভিভূত বোধ করেন?,भावनिक बदलांमुळे आपण भारावून गेलेल्या विचारांना आपण कसे पुन्हा सांगू शकता?,Aap kaise yeh vichar punah sthapit kar sakte hain ki aap bhavnatmak parivartan se abhibhoot mehsoos karte hain?
"If this were a recurring pattern, how might you prepare for it emotionally?",stress_relief,Hormonal stress,post-period,"यदि यह एक आवर्ती पैटर्न था, तो आप इसे भावनात्मक रूप से कैसे तैयार कर सकते हैं?","இது தொடர்ச்சியான வடிவமாக இருந்தால், அதற்காக நீங்கள் எவ்வாறு உணர்ச்சிவசப்படலாம்?",যদি এটি একটি পুনরাবৃত্তি প্যাটার্ন হয় তবে আপনি কীভাবে এটি আবেগগতভাবে প্রস্তুত করতে পারেন?,जर ही पुनरावृत्ती होणारी पद्धत असेल तर आपण भावनिकदृष्ट्या त्यासाठी कशी तयार करू शकता?,"Agar yeh ek baar baar hone wala pattern hota, toh aap iske liye emotionally kaise tayyar ho sakte hain?"
How does your body feel when you're thinking about you feel emotionally low?,stress_relief,Anxiety and low mood during periods,pre-period,जब आप सोच रहे हैं कि आप भावनात्मक रूप से कम महसूस करते हैं तो आपका शरीर कैसा महसूस करता है?,உங்களைப் பற்றி நீங்கள் நினைக்கும் போது உங்கள் உடல் எப்படி உணர்கிறது?,আপনি যখন আবেগগতভাবে কম বোধ করেন তখন আপনার শরীরটি কেমন অনুভব করে?,जेव्हा आपण आपल्याबद्दल भावनिकदृष्ट्या कमी वाटता तेव्हा आपल्या शरीराला कसे वाटते?,"Jab aapko emotionally low feel hota hai, tab aapka sharir kaisa mehsoos hota hai?"
What might change if you were a little kinder to yourself about youâ€™re feeling anxious and tired?,body_acceptance,Anxiety and low mood during periods,post-period,यदि आप चिंतित और थके हुए महसूस कर रहे हैं तो आप अपने आप के लिए थोड़े दयालु थे?,நீங்கள் ஆர்வமாகவும் சோர்வாகவும் இருப்பதைப் பற்றி நீங்கள் கொஞ்சம் கனிவாக இருந்தால் என்ன மாறக்கூடும்?,আপনি যদি উদ্বিগ্ন এবং ক্লান্ত বোধ করছেন সে সম্পর্কে আপনি যদি নিজের প্রতি একটু দয়ালু হন তবে কী পরিবর্তন হতে পারে?,आपण चिंताग्रस्त आणि थकल्यासारखे वाटत असल्यास आपण स्वत: चे थोडे दयाळू असाल तर काय बदलू शकते?,"Agar aap apne aap se thodi si zyada dayalu ho jaate, jab aapko chinta ya thakan mehsoos ho, toh kya parivartan ho sakta hai?"
Think of a time you overcame you feel overwhelmed by emotional shifts. What helped?,body_acceptance,PMS mood swings,post-period,उस समय के बारे में सोचें जब आप भावनात्मक बदलावों से अभिभूत महसूस करते हैं। क्या मदद की?,உணர்ச்சி மாற்றங்களால் நீங்கள் அதிகமாக உணர்கிறீர்கள் என்று நீங்கள் வென்ற நேரத்தை நினைத்துப் பாருங்கள். என்ன உதவியது?,আপনি যে সময়টি কাটিয়ে উঠেছেন তা আপনি সংবেদনশীল শিফট দেখে অভিভূত বোধ করেন সে সম্পর্কে ভাবেন। কি সাহায্য করেছে?,भावनिक बदलांमुळे आपण भारावून गेलेल्या वेळेचा विचार करा. काय मदत केली?,Socho ek samay ke baare mein jab aapne apne aapko bhavnatmak parivartan se abhibhoot mehsoos karne se ubar liya tha. Kya madad ki thi?
How does your body feel when you're thinking about you feel overwhelmed by emotional shifts?,body_acceptance,PMS mood swings,post-period,जब आप सोच रहे हैं कि आप भावनात्मक बदलावों से अभिभूत महसूस करते हैं तो आपका शरीर कैसा महसूस करता है?,"உங்களைப் பற்றி நீங்கள் நினைக்கும் போது உங்கள் உடல் எப்படி உணர்கிறது, உணர்ச்சி மாற்றங்களால் அதிகமாக உணரப்படுகிறது?",আপনি যখন সংবেদনশীল শিফটগুলি দ্বারা অভিভূত বোধ করেন তখন আপনার শরীরটি কেমন অনুভব করে?,जेव्हा आपण भावनिक बदलांमुळे भारावून जाणता तेव्हा आपण आपल्या शरीराला कसे वाटते?,"Jab aapko lagta hai ki aapko bhavnatmak parivartan se behad dabav mehsoos ho raha hai, to aapke sharir ko kaisa mehsoos hota hai?"
What might change if you were a little kinder to yourself about you feel irritable for no reason?,stress_relief,Hormonal stress,post-period,यदि आप बिना किसी कारण के चिड़चिड़ा महसूस करते हैं तो आप अपने आप के लिए थोड़े दयालु थे?,எந்த காரணமும் இல்லாமல் நீங்கள் எரிச்சலூட்டுவதைப் பற்றி நீங்களே கொஞ்சம் கனிவானவராக இருந்தால் என்ன மாறக்கூடும்?,আপনি যদি অকারণে বিরক্ত বোধ করেন সে সম্পর্কে আপনি নিজের প্রতি একটু দয়ালু হয়ে থাকলে কী পরিবর্তন হতে পারে?,आपण विनाकारण चिडचिडेपणा जाणवल्याबद्दल आपण स्वत: चे थोडे दयाळू आहात तर काय बदलू शकते?,"Agar aap apne aap ko thoda aur dayaalu hote jab aap bina kisi vajah ke chidchide mehsoos karte hain, toh kya badlav ho sakta hai?"
How can you reframe the thought that you feel uncomfortable in your body?,stress_relief,Body image and self-esteem issues,menstruation,आप इस विचार को कैसे रोक सकते हैं कि आप अपने शरीर में असहज महसूस करते हैं?,உங்கள் உடலில் நீங்கள் சங்கடமாக இருக்கும் என்ற எண்ணத்தை எவ்வாறு மறுபரிசீலனை செய்யலாம்?,আপনি কীভাবে আপনার শরীরে অস্বস্তি বোধ করছেন এই চিন্তাকে আপনি কীভাবে পুনর্বিবেচনা করতে পারেন?,आपण आपल्या शरीरात अस्वस्थ आहात असा विचार आपण कसा पुन्हा सांगू शकता?,Aap apne sharir mein asuvidha mehsoos karne wale vichar ko kaise punah rachit kar sakte hain?
"If this were a recurring pattern, how might you prepare for it emotionally?",body_acceptance,Anxiety and low mood during periods,menstruation,"यदि यह एक आवर्ती पैटर्न था, तो आप इसे भावनात्मक रूप से कैसे तैयार कर सकते हैं?","இது தொடர்ச்சியான வடிவமாக இருந்தால், அதற்காக நீங்கள் எவ்வாறு உணர்ச்சிவசப்படலாம்?",যদি এটি একটি পুনরাবৃত্তি প্যাটার্ন হয় তবে আপনি কীভাবে এটি আবেগগতভাবে প্রস্তুত করতে পারেন?,जर ही पुनरावृत्ती होणारी पद्धत असेल तर आपण भावनिकदृष्ट्या त्यासाठी कशी तयार करू शकता?,"Agar yeh ek baar baar hone wala pattern hota, toh aap iske liye emotionally kaise tayyar hote?"
What would you say to a friend who is struggling with your mood changes suddenly?,mood_reframe,PMS mood swings,menstruation,आप एक दोस्त को क्या कहेंगे जो आपके मूड में अचानक संघर्ष कर रहा है?,திடீரென்று உங்கள் மனநிலை மாற்றங்களுடன் போராடும் நண்பரிடம் நீங்கள் என்ன சொல்வீர்கள்?,হঠাৎ আপনার মেজাজ পরিবর্তনের সাথে লড়াই করে এমন কোনও বন্ধুকে আপনি কী বলবেন?,अचानक आपल्या मनःस्थितीत बदल घडवून आणणार्‍या मित्राला आपण काय म्हणाल?,"Agar aapka mood achanak badal jaaye, toh aap apne dost se kya kahenge jo isse pareshaan ho raha hai?"
How can you reframe the thought that youâ€™re not confident in how you look?,body_acceptance,Body image and self-esteem issues,pre-period,आप इस विचार को कैसे रोक सकते हैं कि आप इस बात से आश्वस्त नहीं हैं कि आप कैसे दिखते हैं?,நீங்கள் எப்படி இருக்கிறீர்கள் என்பதில் உங்களுக்கு நம்பிக்கை இல்லை என்ற எண்ணத்தை எவ்வாறு மறுபரிசீலனை செய்யலாம்?,আপনি কীভাবে দেখছেন তাতে আপনি আত্মবিশ্বাসী নন এই চিন্তাকে আপনি কীভাবে প্রত্যাখ্যান করতে পারেন?,आपण कसे आहात यावर आपल्याला विश्वास नाही या विचारांचा आपण कसा पुन्हा विचार करू शकता?,Aap apne aapko kaise yeh vichar phir se frame kar sakte hain ki aapko apne dikhne ke tarike par vishwas nahi hai?
Whatâ€™s another way to look at the fact that your mood changes suddenly?,mood_reframe,PMS mood swings,pre-period,इस तथ्य को देखने का एक और तरीका क्या है कि आपका मूड अचानक बदल जाता है?,உங்கள் மனநிலை திடீரென்று மாறுகிறது என்பதைப் பார்க்க மற்றொரு வழி என்ன?,আপনার মেজাজ হঠাৎ পরিবর্তিত হওয়ার বিষয়টি দেখার আর কী উপায়?,आपला मूड अचानक बदलतो हे पाहण्याचा आणखी एक मार्ग कोणता आहे?,Tumhara mood achanak se badalne ki baat ko hum aur kis nazariye se dekh sakte hain?
Can you identify a small step to handle you feel overwhelmed by emotional shifts?,stress_relief,PMS mood swings,pre-period,क्या आप भावनात्मक बदलावों से अभिभूत महसूस करने के लिए एक छोटे से कदम की पहचान कर सकते हैं?,உணர்ச்சி மாற்றங்களால் நீங்கள் அதிகமாக உணரக்கூடிய ஒரு சிறிய படியை அடையாளம் காண முடியுமா?,সংবেদনশীল শিফট দ্বারা আপনি অভিভূত বোধ করতে আপনি একটি ছোট পদক্ষেপ সনাক্ত করতে পারেন?,भावनिक बदलांमुळे आपण भारावून गेलेल्या भावना हाताळण्यासाठी आपण एक लहान पाऊल ओळखू शकता?,Kya aap ek chhota kadam pehchan sakte hain jisse aap bhavnatmak parivartan se overhelm hone ka samna kar sakte hain?
Whatâ€™s another way to look at the fact that youâ€™re feeling anxious and tired?,mood_reframe,Anxiety and low mood during periods,menstruation,इस तथ्य को देखने का एक और तरीका क्या है कि आप चिंतित और थका हुआ महसूस कर रहे हैं?,நீங்கள் ஆர்வமாகவும் சோர்வாகவும் உணர்கிறீர்கள் என்ற உண்மையைப் பார்க்க மற்றொரு வழி என்ன?,আপনি উদ্বিগ্ন এবং ক্লান্ত বোধ করছেন এই বিষয়টি দেখার অন্য উপায় কী?,आपण चिंताग्रस्त आणि थकल्यासारखे वाटत आहे हे पाहण्याचा आणखी एक मार्ग कोणता आहे?,Tumhare bechain aur thake huye mehsoos karne ki baat ko aur kya tareeke se dekha ja sakta hai?
Whatâ€™s another way to look at the fact that you feel uncomfortable in your body?,mood_reframe,Body image and self-esteem issues,post-period,इस तथ्य को देखने का एक और तरीका क्या है कि आप अपने शरीर में असहज महसूस करते हैं?,உங்கள் உடலில் நீங்கள் சங்கடமாக உணர்கிறீர்கள் என்ற உண்மையைப் பார்க்க மற்றொரு வழி என்ன?,আপনি আপনার শরীরে অস্বস্তি বোধ করছেন এই সত্যটি দেখার আর কী উপায়?,आपल्या शरीरात आपल्याला अस्वस्थ वाटते हे पाहण्याचा आणखी एक मार्ग कोणता आहे?,Tumhare sharir mein asuvidha mehsoos karne ki tathya ko ek aur tareeke se kaise dekha ja sakta hai?
Think of a time you overcame your body feels out of sync. What helped?,mood_reframe,Hormonal stress,post-period,उस समय के बारे में सोचें जब आप अपने शरीर को सिंक से बाहर महसूस करते हैं। क्या मदद की?,உங்கள் உடலை ஒத்திசைக்காத ஒரு நேரத்தைப் பற்றி யோசித்துப் பாருங்கள். என்ன உதவியது?,আপনি আপনার শরীরকে সিঙ্কের বাইরে অনুভব করার সময়টি কাটিয়ে ওঠার কথা ভাবেন। কি সাহায্য করেছে?,आपण आपल्या शरीराला समक्रमित झाल्यासारख्या वेळेचा विचार करा. काय मदत केली?,Socho ek samay ke baare mein jab aapne apne sharir ki asamanjasya ko par kiya. Kya madad ki?
What might change if you were a little kinder to yourself about you feel overwhelmed by emotional shifts?,stress_relief,PMS mood swings,menstruation,यदि आप अपने बारे में थोड़ा दयालु थे तो आप भावनात्मक बदलावों से अभिभूत महसूस कर सकते हैं?,உணர்ச்சிபூர்வமான மாற்றங்களால் நீங்கள் அதிகமாக உணர்ந்ததைப் பற்றி நீங்கள் கொஞ்சம் கனிவானவராக இருந்தால் என்ன மாறக்கூடும்?,আপনি যদি সংবেদনশীল পরিবর্তন দেখে অভিভূত বোধ করেন সে সম্পর্কে আপনি নিজের প্রতি একটু দয়ালু হয়ে থাকলে কী পরিবর্তন হতে পারে?,आपण भावनिक बदलांमुळे भारावून गेलेल्या आपल्याबद्दल स्वत: चे थोडे दयाळू असाल तर काय बदलू शकते?,"Agar aap apne aap ko thodi si zyada daya dikhaate jab aapko bhavnatmak parivartan se ghabrahat hoti hai, to kya badal sakta hai?"
Think of a time you overcame youâ€™re feeling anxious and tired. What helped?,stress_relief,Anxiety and low mood during periods,pre-period,उस समय के बारे में सोचें जब आप अधिक चिंतित और थके हुए महसूस कर रहे हैं। क्या मदद की?,நீங்கள் ஆர்வமாகவும் சோர்வாகவும் உணர்கிறீர்கள். என்ன உதவியது?,আপনি যে সময়টি কাটিয়ে উঠেছেন তা আপনি উদ্বিগ্ন এবং ক্লান্ত বোধ করছেন এমন সময় সম্পর্কে ভাবেন। কি সাহায্য করেছে?,आपण चिंताग्रस्त आणि थकल्यासारखे वाटत असलेल्या वेळेचा विचार करा. काय मदत केली?,Socho ek samay ke baare mein jab aapne apni bechaini aur thakan ko paar kiya tha. Kya cheez aapki madad ki thi?
Think of a time you overcame youâ€™re feeling anxious and tired. What helped?,mood_reframe,Anxiety and low mood during periods,pre-period,उस समय के बारे में सोचें जब आप अधिक चिंतित और थके हुए महसूस कर रहे हैं। क्या मदद की?,நீங்கள் ஆர்வமாகவும் சோர்வாகவும் உணர்கிறீர்கள். என்ன உதவியது?,আপনি যে সময়টি কাটিয়ে উঠেছেন তা আপনি উদ্বিগ্ন এবং ক্লান্ত বোধ করছেন এমন সময় সম্পর্কে ভাবেন। কি সাহায্য করেছে?,आपण चिंताग्रस्त आणि थकल्यासारखे वाटत असलेल्या वेळेचा विचार करा. काय मदत केली?,Socho ek samay jab aapne apni chinta aur thakan ko par kiya. Kya madad ki thi?
What might change if you were a little kinder to yourself about youâ€™re not confident in how you look?,body_acceptance,Body image and self-esteem issues,post-period,यदि आप अपने बारे में थोड़ा दयालु थे कि आप इस बारे में आश्वस्त नहीं हैं कि आप कैसे दिखते हैं?,நீங்கள் எப்படி இருக்கிறீர்கள் என்பதில் உங்களுக்கு நம்பிக்கை இல்லை என்பது பற்றி நீங்கள் கொஞ்சம் கனிவானவராக இருந்தால் என்ன மாறக்கூடும்?,আপনি কীভাবে দেখছেন সে সম্পর্কে আপনি আত্মবিশ্বাসী নন সে সম্পর্কে আপনি যদি নিজের প্রতি একটু দয়ালু হন তবে কী পরিবর্তন হতে পারে?,आपण स्वत: चे थोडे दयाळू असाल तर आपण कसे आहात याबद्दल आत्मविश्वास नसल्यास काय बदलू शकते?,"Agar tum thoda aur meherbaan ho apne aap par aur apne aapko apne dikhne mein kam confident samjho, toh kya badal sakta hai?"
Whatâ€™s another way to look at the fact that you feel irritable for no reason?,mood_reframe,Hormonal stress,post-period,इस तथ्य को देखने का एक और तरीका क्या है कि आप बिना किसी कारण के चिड़चिड़ा महसूस करते हैं?,எந்த காரணமும் இல்லாமல் நீங்கள் எரிச்சலூட்டுகிறீர்கள் என்ற உண்மையைப் பார்க்க மற்றொரு வழி என்ன?,আপনি অকারণে বিরক্ত বোধ করছেন এই সত্যটি দেখার আর কী উপায়?,आपल्याला विनाकारण चिडचिडेपणा वाटतो हे पाहण्याचा आणखी एक मार्ग कोणता आहे?,Tumhe bina kisi wajah ke chidchide mahsoos hone ki baat ko hum ek aur tareeke se kaise dekhe?
Whatâ€™s another way to look at the fact that your body feels out of sync?,stress_relief,Hormonal stress,pre-period,इस तथ्य को देखने का एक और तरीका क्या है कि आपका शरीर सिंक से बाहर लगता है?,உங்கள் உடல் ஒத்திசைவை உணர்கிறது என்ற உண்மையைப் பார்க்க மற்றொரு வழி என்ன?,আপনার শরীর সিঙ্ক থেকে বেরিয়ে আসা এই সত্যটি দেখার আর কী উপায়?,आपल्या शरीराला समक्रमित झाल्यासारखे वाटते हे पाहण्याचा आणखी एक मार्ग कोणता आहे?,Tumhare sharir ka sync kharab hone ka fact dekhne ka ek aur tarika kya hai?
"If this were a recurring pattern, how might you prepare for it emotionally?",stress_relief,Anxiety and low mood during periods,pre-period,"यदि यह एक आवर्ती पैटर्न था, तो आप इसे भावनात्मक रूप से कैसे तैयार कर सकते हैं?","இது தொடர்ச்சியான வடிவமாக இருந்தால், அதற்காக நீங்கள் எவ்வாறு உணர்ச்சிவசப்படலாம்?",যদি এটি একটি পুনরাবৃত্তি প্যাটার্ন হয় তবে আপনি কীভাবে এটি আবেগগতভাবে প্রস্তুত করতে পারেন?,जर ही पुनरावृत्ती होणारी पद्धत असेल तर आपण भावनिकदृष्ट्या त्यासाठी कशी तयार करू शकता?,"Agar yeh ek baar baar hone wala pattern hota, toh aap iske liye emotionally kaise tayari karte?"
Think of a time you overcame you feel emotionally low. What helped?,body_acceptance,Anxiety and low mood during periods,pre-period,उस समय के बारे में सोचें जब आप भावनात्मक रूप से कम महसूस करते हैं। क्या मदद की?,நீங்கள் உணர்ச்சிவசப்படுவதை நீங்கள் வென்ற நேரத்தை நினைத்துப் பாருங்கள். என்ன உதவியது?,আপনি যে সময়টি কাটিয়ে উঠেছেন তা আপনি আবেগগতভাবে কম বলে মনে করেন সে সম্পর্কে ভাবুন। কি সাহায্য করেছে?,आपण भावनिकदृष्ट्या कमी वाटता अशा वेळेचा विचार करा. काय मदत केली?,Socho ek samay jab aapne apne aapko emotionally low mehsoos karne se ubara. Kya madad kiya?
How can you reframe the thought that youâ€™re feeling anxious and tired?,mood_reframe,Anxiety and low mood during periods,pre-period,आप इस विचार को कैसे रोक सकते हैं कि आप चिंतित और थका हुआ महसूस कर रहे हैं?,நீங்கள் ஆர்வமாகவும் சோர்வாகவும் உணர்கிறீர்கள் என்ற எண்ணத்தை எவ்வாறு மறுபரிசீலனை செய்யலாம்?,আপনি কীভাবে উদ্বিগ্ন এবং ক্লান্ত বোধ করছেন এই চিন্তাকে আপনি কীভাবে পুনর্বিবেচনা করতে পারেন?,आपण चिंताग्रस्त आणि थकल्यासारखे आहात या विचारांचे आपण कसे पुन्हा मत देऊ शकता?,Aap kaise soch ko badal sakte hain ki aapko chinta ho rahi hai aur aap thake hue hain?
What might change if you were a little kinder to yourself about youâ€™re feeling anxious and tired?,body_acceptance,Anxiety and low mood during periods,post-period,यदि आप चिंतित और थके हुए महसूस कर रहे हैं तो आप अपने आप के लिए थोड़े दयालु थे?,நீங்கள் ஆர்வமாகவும் சோர்வாகவும் இருப்பதைப் பற்றி நீங்கள் கொஞ்சம் கனிவாக இருந்தால் என்ன மாறக்கூடும்?,আপনি যদি উদ্বিগ্ন এবং ক্লান্ত বোধ করছেন সে সম্পর্কে আপনি যদি নিজের প্রতি একটু দয়ালু হন তবে কী পরিবর্তন হতে পারে?,आपण चिंताग्रस्त आणि थकल्यासारखे वाटत असल्यास आपण स्वत: चे थोडे दयाळू असाल तर काय बदलू शकते?,"Agar aap thoda aur dayaalu hote apne aap par jab aapko chinta ya thakaan mehsoos ho, toh kya badal sakta hai?"
How can you reframe the thought that you feel overwhelmed by emotional shifts?,body_acceptance,PMS mood swings,pre-period,आप इस विचार को कैसे रोक सकते हैं कि आप भावनात्मक बदलावों से अभिभूत महसूस करते हैं?,உணர்ச்சி மாற்றங்களால் நீங்கள் அதிகமாக உணர்கிறீர்கள் என்ற எண்ணத்தை எவ்வாறு மறுபரிசீலனை செய்யலாம்?,আপনি কীভাবে এই চিন্তাকে প্রত্যাখ্যান করতে পারেন যে আপনি সংবেদনশীল শিফট দ্বারা অভিভূত বোধ করেন?,भावनिक बदलांमुळे आपण भारावून गेलेल्या विचारांना आपण कसे पुन्हा सांगू शकता?,Aap kaise vichar ko punah rachit kar sakte hain ki aap bhavnatmak parivartan se bahut adhik prabhavit ho rahe hain?
